0,15.24,28.53
1,16.13,26.11
2,16.94,24.15
3,17.66,22.6
4,18.12,21.87
5,18.27,21.87
6,18.27,21.87
7,18.27,21.87
8,18.27,21.87
9,18.27,21.87
10,18.27,21.87
11,18.27,21.87
12,18.27,21.87
13,18.27,21.87
14,18.27,21.87
15,18.27,21.87
16,18.27,21.87
17,18.27,21.87
18,18.27,21.87
19,18.27,21.87
20,18.27,21.87
21,18.27,21.87
22,18.27,21.87
23,18.27,21.87
24,18.27,21.87
25,18.27,21.87
26,18.27,21.87
27,18.27,21.87
28,18.27,21.87
29,18.27,21.87
30,18.27,21.87
31,18.27,21.87
32,18.27,21.87
33,18.27,21.87
34,18.27,21.87
35,18.27,21.87
36,18.27,21.87
37,18.27,21.87
38,18.27,21.87
39,18.27,21.87
40,18.27,21.87
41,18.27,21.87
42,18.27,21.87
43,18.27,21.87
44,18.27,21.87
45,18.27,21.87
46,18.27,21.87
47,18.27,21.87
48,18.27,21.87
49,18.27,21.87
50,18.27,21.87
51,18.27,21.87
52,18.27,21.87
53,18.27,21.87
54,18.27,21.87
55,18.27,21.87
56,18.27,21.87
57,18.27,21.87
58,18.27,21.87
59,18.27,21.87
60,18.27,21.87
61,18.27,21.87
62,18.27,21.87
63,18.27,21.87
64,18.27,21.87
65,18.27,21.87
66,18.27,21.87
67,18.27,21.87
68,18.27,21.87
69,18.27,21.87
70,18.27,21.87
71,18.27,21.87
72,18.27,21.87
73,18.27,21.87
74,18.27,21.87
75,18.27,21.87
76,18.27,21.87
77,18.27,21.87
78,18.27,21.87
79,18.27,21.87
80,18.27,21.87
81,18.27,21.87
82,18.27,21.87
83,18.27,21.87
84,18.27,21.87
85,18.27,21.87
86,18.27,21.87
87,18.27,21.87
88,18.27,21.87
89,18.27,21.87
90,18.27,21.87
91,18.27,21.87
92,18.27,21.87
93,18.27,21.87
94,18.27,21.87
95,18.27,21.87
96,18.27,21.87
97,18.27,21.87
98,18.27,21.87
99,18.27,21.87
100,18.27,21.87
101,18.27,21.87
102,18.27,21.87
103,18.27,21.87
104,18.27,21.87
105,18.27,21.87
106,18.27,21.87
107,18.27,21.87
108,18.27,21.87
109,18.27,21.87
110,18.27,21.87
111,18.27,21.87
112,18.27,21.87
113,18.27,21.87
114,18.27,21.87
115,18.27,21.87
116,18.27,21.87
117,18.27,21.87
118,18.27,21.87
119,18.27,21.87
120,18.27,21.87
121,18.27,21.87
122,18.27,21.87
123,18.27,21.87
124,18.27,21.87
125,18.27,21.87
126,18.27,21.87
127,18.27,21.87
128,18.27,21.87
129,18.27,21.87
130,18.27,21.87
131,18.27,21.87
132,18.27,21.87
133,18.27,21.87
134,18.27,21.87
135,18.27,21.87
136,18.27,21.87
137,18.27,21.87
138,18.27,21.87
139,18.27,21.87
140,18.27,21.87
141,18.27,21.87
142,18.27,21.87
143,18.27,21.87
144,18.27,21.87
145,18.27,21.87
146,18.27,21.87
147,18.27,21.87
148,18.27,21.87
149,18.27,21.87
